"outcome","discovery_beta","discovery_p","discovery_fdr","validation_beta","validation_p","validation_fdr","validation_direction","validation_p_lt_0_05","directionally_consistent","clinical_category_p_trend","clinical_category_supports_positive_trend","replication_status","note"
"TT4",0.0767732150412691,0.00124630233501232,0.00997041868009854,0.00338188880395434,0.932282743181717,0.987122904545348,"positive",FALSE,TRUE,0.540831952089193,FALSE,"directionally_consistent_only","Validation primary conclusion is restricted to TT4. TGAb/TPOAb are exploratory availability markers only."
