"cohort","outcome","outcome_role","exposure_type","contrast","model","beta","ci_low","ci_high","p_value","p_fdr","p_trend","n","n_model_unweighted","n_missing_dropped","weighted_population_estimate","covariates_requested","covariates_used","covariates_missing","uic_adjusted","note"
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ3","Model 1",1.24934565325681,-1.89637239978122,4.39506370629485,0.440302192308,0.595529822674208,0.0170309725501727,6482,6482,5,154125836.406826,"","","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ4","Model 1",3.30351600216173,1.38297764589678,5.22405435842668,0.00152369034746088,0.00243790455593741,0.0170309725501727,6482,6482,5,154125836.406826,"","","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ2","Model 2",0.113951532219328,-2.75866422190305,2.98656728634171,0.938414790940411,0.938414790940411,0.636985910646788,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY","AGE_YEARS + SEX + RACE_ETHNICITY","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ3","Model 2",-0.154463981595028,-3.7354260862919,3.42649812310184,0.933045532639865,0.933045532639865,0.636985910646788,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY","AGE_YEARS + SEX + RACE_ETHNICITY","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ4","Model 2",0.963345990279745,-1.51099268559888,3.43768466615837,0.449883394458852,0.599844525945136,0.636985910646788,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY","AGE_YEARS + SEX + RACE_ETHNICITY","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ2","Model 3",0.287660763333566,-2.86847197045578,3.44379349712291,0.859604226198912,0.982404829941614,0.822561928191065,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","",TRUE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ3","Model 3",-0.0642777947689152,-4.1379952288834,4.00943963934557,0.975564601083624,0.985503655888505,0.822561928191065,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","",TRUE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR quartile","UACR_QUARTILEQ4","Model 3",0.636437758523838,-2.34677475936771,3.61965027641539,0.679274010812669,0.679274010812669,0.822561928191065,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","",TRUE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY30-300","Model 1",3.66138154488891,0.415718380598267,6.90704470917956,0.0319341744922286,0.0638683489844573,0.0125162276834168,6482,6482,5,154125836.406826,"","","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY>=300","Model 1",5.92764690609319,-2.18967980427348,14.0449736164599,0.158965481500599,0.211953975334133,0.0125162276834168,6482,6482,5,154125836.406826,"","","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY30-300","Model 2",1.9415622522132,-1.58752816631798,5.47065267074437,0.287197756561815,0.627938634535351,0.131945850502127,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY","AGE_YEARS + SEX + RACE_ETHNICITY","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY>=300","Model 2",4.88404886787257,-3.2631111444554,13.0312088802005,0.246782299362736,0.329043065816981,0.131945850502127,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY","AGE_YEARS + SEX + RACE_ETHNICITY","",FALSE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY30-300","Model 3",1.17397575477523,-2.31022263195203,4.6581741415025,0.514587352158754,0.840517572400495,0.336235772471313,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","",TRUE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
"discovery","TG","secondary","UACR clinical category","UACR_CLINICAL_CATEGORY>=300","Model 3",3.19161887582878,-5.14695827056251,11.5301960222201,0.459624159415815,0.612832212554419,0.336235772471313,6482,6482,5,154125836.406826,"AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","AGE_YEARS + SEX + RACE_ETHNICITY + EDUCATION + PIR + BMI + SMOKING_STATUS + ALCOHOL_STATUS + DIABETES_STATUS + HYPERTENSION_STATUS + EGFR_CKD_EPI_2021 + UIC_UG_L","",TRUE,"Discovery cohort used cycle-specific thyroid analysis weights: WTMEC2YR for 2007-2008 and WTSA2YR for 2009-2012, divided by 3 for 6-year pooled analysis."
