quartile_type,quartile,n,weighted_n,uacr_min,uacr_max,proportion
UACR_QUARTILE_UNWEIGHTED,Q1,1625,44963588.5048953,0.2158273381294964,4.482758620689655,0.250501002004008
UACR_QUARTILE_UNWEIGHTED,Q2,1619,41291507.476909496,4.485981308411215,6.93,0.24957607522737782
UACR_QUARTILE_UNWEIGHTED,Q3,1621,37840929.50311502,6.931818181818182,13.578947368421053,0.24988438415292122
UACR_QUARTILE_UNWEIGHTED,Q4,1622,30116594.271747466,13.584905660377359,9570.552147239263,0.2500385386156929
UACR_QUARTILE_WEIGHTED,Q1,1396,38833796.05376195,0.2158273381294964,4.2,0.21519963002928935
UACR_QUARTILE_WEIGHTED,Q2,1481,38448994.7401541,4.201183431952662,6.26,0.22830275936488362
UACR_QUARTILE_WEIGHTED,Q3,1593,38369620.87559296,6.266666666666667,10.64,0.24556805919531371
UACR_QUARTILE_WEIGHTED,Q4,2017,38560208.08715828,10.65,9570.552147239263,0.3109295514105133
